BMT:4th Avenue:25 St:R,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:4th Ave:25th St:SE:40660323:-73997952
IRT:Flushing:Flushing-Main St:7,,,,,,,,,,:TRUE::TRUE:Stair:YES::PART:Main St:Roosevelt Av:SE:40759946:-73828414
IRT:Flushing:Grand Central-42 St:GS,4,5,6,7,,,,,,:TRUE::TRUE:Easement:YES::NONE:3rd Av:42nd St:SW:40750851:-73975078
IRT:Flushing:Hunters Point Av:7,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:21st St:49th Av:NE:40742405:-73948110
IRT:Flushing:Junction Blvd:7,,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:Junction Blvd:Roosevelt Av:SE:40749095:-73869120
IRT:Flushing:Mets-Willets Point:7,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:126th St:Roosevelt Av:NW:40754768:-73845598
IRT:Flushing:Queensboro Plaza:N,Q,7,,,,,,,,:FALSE::TRUE:Easement:YES::FULL:Queens Plaza N:27th St:NW:40750835:-73939671
IRT:Flushing:Vernon Blvd-Jackson Av:7,,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Jackson Av:50th Av:NE:40742496:-73952482
IRT:Flushing:Woodside-61 St:7,,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:61st St:Roosevelt Av:NE:40745717:-73903063
IRT:Jerome:138 St-Grand Concourse:4,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Grand Concourse:East 138th St:NE:40813091:-73929689
IRT:Jerome:149 St-Grand Concourse:2,4,5,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Grand Concourse:149th St:SE:40818405:-73927101
IRT:Jerome:161 St-Yankee Stadium:B,D,4,,,,,,,,:TRUE::TRUE:Stair:YES::NONE:River A:E 161 St:E:40827707:-73925900
IRT:Jerome:167 St:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:River Av:167th St:NW:40835726:-73921059
IRT:Jerome:170 St:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:170th St:SE:40840076:-73917648
IRT:Jerome:176 St:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:176th St:SE:40848501:-73911633
IRT:Jerome:183 St:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:183rd St:NE:40858453:-73903690
IRT:Jerome:Bedford Pk Blvd-Lehman College:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:Bedford Park Blvd:SW:40873528:-73889754
IRT:Jerome:Burnside Av:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:Burnside Av:SE:40853596:-73907393
IRT:Jerome:Fordham Rd:4,,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:Jerome Av:Fordham Rd:NE:40862814:-73900815
IRT:Jerome:Kingsbridge Rd:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:Kingsbridge Rd:NE:40867766:-73897039
IRT:Jerome:Mosholu Pkwy:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:Mosholu Pkwy:SE:40879899:-73884244
IRT:Jerome:Mt Eden Av:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:Mt Eden Av:NE:40844389:-73914578
IRT:Jerome:Woodlawn:4,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Jerome Av:Bainbridge Av:SE:40886737:-73878120
IRT:Lenox:116 St:2,3,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Lenox Av:116th St:NE:40802111:-73949437
IRT:Lenox:Central Park North (110 St):2,3,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Lenox Av:111th St:NW:40799033:-73952058
IRT:Lenox:Harlem-148 St:3,,,,,,,,,,:FALSE::TRUE:Door:YES::FULL:Adam C Powell Blvd:149th St:NE:40824069:-73936981
IRT:Lexington:96 St:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Lexington Av:96th St:NE:40785903:-73950695
IRT:Lexington:Astor Pl:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:4th Av:E 8th St:NE:40730084:-73990838
IRT:Lexington:Bleecker St:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Lafayette St:Mulberry St:NE:40725845:-73994320
IRT:Lexington:Bowling Green:4,5,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:Broadway:Bowling Green:NW:40704629:-74013502
IRT:Lexington:Brooklyn Bridge-City Hall:J,Z,4,5,6,,,,,,:TRUE:JZ not ADA:TRUE:Stair:YES::NONE:Centre St:Reade St:NW:40713899:-74003642
IRT:Lexington:Canal St:J,N,Q,R,Z,6,,,,,:TRUE:NQRZ not ADA:TRUE:Elevator:YES::NONE:Lafayette St:Canal St:NW:40718589:-74000552
IRT:Lexington:Fulton St:A,C,J,Z,2,3,4,5,,,:FALSE::TRUE:Stair:YES::NONE:Broadway:Fulton St:NW:40711026:-74009190
IRT:Lexington:Grand Central-42 St:GS,4,5,6,7,,,,,,:TRUE::TRUE:Easement:YES::PART:Lexington Av:43rd St:SE:40751801:-73975294
IRT:Lexington:Spring St:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Lafayette St:Spring St:NE:40722235:-73996818
IRT:Lexington:Wall St:4,5,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Broadway:Thames St:SW:40708436:-74011298
IRT:New Lots:Junius St:3,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Powell St:Livonia Ave:SW:40663426:-73902636
IRT:New Lots:New Lots Av:3,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Ashford St:Livonia Ave:SW:40666285:-73883276
IRT:New Lots:Pennsylvania Av:3,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Pennsylvania Ave:Livonia Ave:NE:40664869:-73893779
IRT:New Lots:Rockaway Av:3,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Rockaway Ave:Livonia Ave:SE:40662401:-73908809
IRT:New Lots:Saratoga Av:3,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Saratoga Ave:Livonia Ave:SE:40661558:-73915225
IRT:New Lots:Sutter Av-Rutland Rd:3,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Rutland Rd:E. 98th St:NE:40664891:-73922675
IRT:New Lots:Van Siclen Av:3,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Van Siclen Ave:Livonia Ave:SE:40665431:-73888386
IRT:Nostrand:Beverly Rd:2,5,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Nostrand Av:Beverly Rd:SE:40645046:-73948684
IRT:Nostrand:Church Av:2,5,,,,,,,,,:TRUE::FALSE:Elevator:YES::FULL:Nostrand Av:Church Av:SE:40650748:-73949384
IRT:Nostrand:Flatbush Av-Brooklyn College:2,5,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:Nostrand Av:Flatbush Av:NE:40632750:-73947375
IRT:Nostrand:Newkirk Av:2,5,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Nostrand Av:Newkirk Av:SE:40639924:-73948161
IRT:Nostrand:President St:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Nostrand Av:President St:NE:40668145:-73950458
IRT:Nostrand:Sterling St:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Nostrand Av:Sterling St:NE:40663226:-73950670
IRT:Nostrand:Winthrop St:2,5,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Nostrand Av:Winthrop St:NE:40657184:-73949976
IRT:Pelham:Brook Av:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Brook Av:138th St:NE:40807580:-73918957
IRT:Pelham:Buhre Av:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Edison Av:Westchester Av:NE:40847185:-73832264
IRT:Pelham:Castle Hill Av:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Castle Hill Av:Westchester Av:NE:40834321:-73851440
IRT:Pelham:Cypress Av:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Cypress Av:138th St:NE:40805155:-73913208
IRT:Pelham:E 143 St-St Mary's St:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Southern Blvd:St Mary's St:NE:40808340:-73907618
IRT:Pelham:E 149 St:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Southern Blvd:149th St:NW:40812367:-73903797
IRT:Pelham:Elder Av:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Elder Av:Westchester Av:NE:40828688:-73879018
IRT:Pelham:Hunts Point Av:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Hunts Point Av:163rd St:SE:40820819:-73890442
IRT:Pelham:Longwood Av:6,,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Southern Blvd:Longwood Av:NE:40816367:-73895924
IRT:Pelham:Middletown Rd:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Westchester Av:Middletown Rd:NW:40843935:-73836386
IRT:Pelham:Morrison Av-Soundview:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Morrison Av:Westchester Av:NE:40829641:-73874447
IRT:Pelham:Parkchester:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Metropolitan Av:Westchester Av:NW:40833225:-73860888
IRT:Pelham:Pelham Bay Park:6,,,,,,,,,,:TRUE::TRUE:Elevator:YES::FULL:Bruckner Expwy:Westchester Av:SW:40853041:-73826991
IRT:Pelham:St Lawrence Av:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:St Lawrence Av:Westchester Av:SW:40831466:-73867410
IRT:Pelham:Westchester Sq-East Tremont Av:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Westchester Av:Ferris Pl:SW:40840128:-73842875
IRT:Pelham:Whitlock Av:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Whitlock Av:Westchester Av:SE:40827295:-73886082
IRT:Pelham:Zerega Av:6,,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Westchester Av:Zerega Ave:NW:40836954:-73846653
IRT:Shuttle:Grand Central-42 St:GS,4,5,6,7,,,,,,:TRUE::TRUE:Easement:YES::NONE:Madison Av:42nd St:NE:40752830:-73978917
IRT:White Plains:174 St:2,5,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Boston Rd:174th St:NE:40837306:-73887287
IRT:White Plains:219 St:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:White Plains Rd:219th St:SE:40883439:-73862743
IRT:White Plains:225 St:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:White Plains Rd:225th St:SE:40887660:-73860444
IRT:White Plains:233 St:2,5,,,,,,,,,:TRUE::TRUE:Stair:YES::FULL:White Plains Rd:233rd St:SE:40893215:-73857344
IRT:White Plains:3 Av-149 St:2,5,,,,,,,,,:TRUE::FALSE:Stair:YES::FULL:3rd Av:149th St:NW:40816265:-73917456
IRT:White Plains:Allerton Av:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:White Plains Rd:Allerton Av:SE:40865257:-73867246
IRT:White Plains:Bronx Park East:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:Birchall Av:Sagamore St:NE:40849128:-73868213
IRT:White Plains:Burke Av:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:White Plains:Burke Av:SE:40871215:-73867043
IRT:White Plains:E 180 St:2,5,,,,,,,,,:FALSE::TRUE:Door:YES::FULL:Morris Park Av:180th St:NW:40841453:-73872892
IRT:White Plains:Freeman St:2,5,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Southern Blvd:Freeman St:NE:40830177:-73891482
IRT:White Plains:Gun Hill Rd:2,5,,,,,,,,,:FALSE::TRUE:Door:YES::FULL:White Plains Rd:211th St:SW:40877779:-73866185
IRT:White Plains:Intervale Av:2,5,,,,,,,,,:FALSE::TRUE:Escalator:YES::FULL:Intervale Av:Westchester Av:NE:40822400:-73896508
IRT:White Plains:Jackson Av:2,5,,,,,,,,,:FALSE::FALSE:Stair:YES::FULL:Jackson Av:Westchester Av:NW:40816873:-73907379
IRT:White Plains:Nereid Av:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:White Plains Rd:Nereid Av:SE:40898323:-73854288
IRT:White Plains:Pelham Pkwy:2,5,,,,,,,,,:TRUE::TRUE:Stair:YES::NONE:White Plains Rd:Pelham Pkwy:NE:40858029:-73867481
IRT:White Plains:Prospect Av:2,5,,,,,,,,,:FALSE::FALSE:Stair:YES::NONE:Prospect Av:Longwood Av:NE:40819684:-73901348
IRT:White Plains:Simpson St:2,5,,,,,,,,,:TRUE::FALSE:Stair:YES::FULL:Westchester Av:Simpson St:NE:40824358:-73892724
IRT:White Plains:Wakefield-241 St:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::FULL:White Plains Rd:241st St:NE:40903509:-73850124
IRT:White Plains:West Farms Sq-E Tremont Av:2,5,,,,,,,,,:FALSE::TRUE:Stair:YES::NONE:Boston Rd:178th St:NW:40841078:-73879397
