BMT:4th Avenue:25 St:R:40.660323:-73.997952
BMT:4th Avenue:36 St:N,R:40.654365:-74.004113
BMT:4th Avenue:4 Av-9 St:F,G,R:40.670387:-73.988480
BMT:4th Avenue:45 St:R:40.649389:-74.009333
BMT:4th Avenue:53 St:R:40.645619:-74.013688
BMT:4th Avenue:59 St:N,R:40.641633:-74.017362
BMT:4th Avenue:77 St:R:40.629503:-74.025452
BMT:4th Avenue:86 St:R:40.623498:-74.028204
BMT:4th Avenue:95 St:R:40.617363:-74.030404
BMT:4th Avenue:Atlantic Av-Pacific St:B,D,N,Q,R,2,3,4,5:40.683928:-73.978412
BMT:4th Avenue:Bay Ridge Av:R:40.635468:-74.023313
BMT:4th Avenue:DeKalb Av:Q,R:40.689817:-73.981082
BMT:4th Avenue:Prospect Av:R:40.665299:-73.992729
BMT:4th Avenue:Union St:R:40.677171:-73.983020
BMT:Astoria:30 Av:N,Q:40.766963:-73.921192
BMT:Nassau Loop:Bowery:J,Z:40.720291:-73.993411
BMT:Nassau Loop:Broad St:J,Z:40.706911:-74.010494
BMT:Nassau Loop:Canal St:J,N,Q,R,Z,6:40.717823:-74.000326
BMT:Nassau Loop:Chambers St:J,Z,4,5,6:40.714199:-74.003187
BMT:Nassau Loop:Delancey St-Essex St:F,J,M,Z:40.718410:-73.987181
BMT:Nassau Loop:Fulton St:A,C,J,Z,2,3,4,5:40.710211:-74.007584
BMT:Sea Beach:18 Av:N:40.621306:-73.991469
BMT:Sea Beach:20 Av:N:40.617341:-73.984840
BMT:Sea Beach:8 Av:N:40.634552:-74.010726
BMT:Sea Beach:86 St:N:40.592724:-73.978227
BMT:Sea Beach:Avenue U:N:40.596459:-73.978943
BMT:Sea Beach:Bay Pkwy:N:40.610572:-73.981613
BMT:Sea Beach:Fort Hamilton Pkwy:N:40.630609:-74.004067
BMT:Sea Beach:Kings Hwy:N:40.603212:-73.980199
BMT:Sea Beach:New Utrecht Av:D,N:40.624246:-73.995962
BMT:West End:18 Av:D:40.607602:-74.001491
BMT:West End:20 Av:D:40.604587:-73.998007
BMT:West End:25 Av:D:40.597889:-73.986958
BMT:West End:50 St:D:40.636405:-73.994673
BMT:West End:55 St:D:40.631389:-73.995262
BMT:West End:62 St:D,N:40.627299:-73.996465
BMT:West End:71 St:D:40.620360:-73.998550
BMT:West End:79 St:D:40.614018:-74.000378
BMT:West End:9 Av:D:40.646337:-73.994489
BMT:West End:Bay 50 St:D:40.588066:-73.983498
BMT:West End:Bay Pkwy:D:40.601898:-73.993538
BMT:West End:Fort Hamilton Pkwy:D:40.641379:-73.994188
IND:63rd Street:21 St-Queensbridge:F:40.754255:-73.941935
IND:63rd Street:Lexington Av/63 St:F:40.764881:-73.966411
IND:63rd Street:Roosevelt Island:F:40.759016:-73.953505
IND:6th Avenue:14 St:F,L,M,1,2,3:40.738678:-73.995632
IND:6th Avenue:2 Av:F:40.723200:-73.988863
IND:6th Avenue:23 St:F,M:40.742825:-73.992383
IND:6th Avenue:34 St-Herald Sq:B,D,F,M,N,Q,R:40.748950:-73.988623
IND:6th Avenue:42 St-Bryant Pk:B,D,F,M,7:40.754832:-73.983657
IND:6th Avenue:47-50 Sts-Rockefeller Ctr:B,D,F,M:40.759953:-73.980117
IND:6th Avenue:57 St:F:40.764564:-73.976830
IND:6th Avenue:B'way-Lafayette St:B,D,F,M:40.725499:-73.996387
IND:6th Avenue:Delancey St-Essex St:F,J,M,Z:40.718841:-73.987902
IND:6th Avenue:East Broadway:F:40.714404:-73.989918
IND:6th Avenue:Grand St:B,D:40.718155:-73.993452
IND:6th Avenue:York St:F:40.701380:-73.986655
IND:8th Avenue:103 St:B,C:40.796263:-73.961610
IND:8th Avenue:116 St:B,C:40.804428:-73.955024
IND:8th Avenue:125 St:A,B,C,D:40.811858:-73.951351
IND:8th Avenue:135 St:B,C:40.817188:-73.947665
IND:8th Avenue:14 St:A,C,E,L:40.741046:-74.001284
IND:8th Avenue:145 St:A,B,C,D:40.825581:-73.943444
IND:8th Avenue:155 St:C:40.830921:-73.941100
IND:8th Avenue:163 St-Amsterdam Av:C:40.835192:-73.940146
IND:8th Avenue:168 St:A,C,1:40.841760:-73.939067
IND:8th Avenue:175 St:A:40.847859:-73.939303
IND:8th Avenue:181 St:A:40.852759:-73.936636
IND:8th Avenue:190 St:A:40.858899:-73.932702
IND:8th Avenue:23 St:C,E:40.746483:-73.997142
IND:8th Avenue:34 St-Penn Station:A,C,E:40.751996:-73.993327
IND:8th Avenue:42 St-Port Authority Bus Terminal:A,C,E,N,Q,R,GS,1,2,3,7:40.758401:-73.988673
IND:8th Avenue:50 St:C,E:40.762900:-73.985412
IND:8th Avenue:59 St-Columbus Circle:A,B,C,D,1:40.767367:-73.982137
IND:8th Avenue:72 St:B,C:40.776431:-73.975977
IND:8th Avenue:81 St-Museum of Natural History:B,C:40.782254:-73.971741
IND:8th Avenue:86 St:B,C:40.786769:-73.968448
IND:8th Avenue:96 St:B,C:40.792591:-73.964316
IND:8th Avenue:Canal St:A,C,E:40.720758:-74.005399
IND:8th Avenue:Cathedral Pkwy (110 St):B,C:40.800866:-73.958405
IND:8th Avenue:Chambers St:A,C,E,2,3:40.714992:-74.007739
IND:8th Avenue:Dyckman St:A:40.865342:-73.926964
IND:8th Avenue:Fulton St:A,C,J,Z,2,3,4,5:40.710692:-74.008428
IND:8th Avenue:High St:A,C:40.699405:-73.991413
IND:8th Avenue:Inwood-207 St:A:40.868036:-73.919284
IND:8th Avenue:Spring St:C,E:40.725583:-74.003747
IND:8th Avenue:W 4 St-Wash Sq:A,B,C,D,E,F,M:40.733259:-73.999615
IND:8th Avenue:World Trade Center:A,C,E,2,3:40.713333:-74.009033
IND:Archer Avenue:Jamaica Center-Parsons/Archer:E,J,Z:40.701874:-73.801747
IND:Archer Avenue:Jamaica-Van Wyck:E:40.701263:-73.816372
IND:Archer Avenue:Sutphin Blvd-Archer Av-JFK Airport:E,J,Z:40.700554:-73.807353
IND:Concourse:155 St:B,D:40.830313:-73.936687
IND:Concourse:161 St-Yankee Stadium:B,D,4:40.828011:-73.925588
IND:Concourse:167 St:B,D:40.834609:-73.917245
IND:Concourse:170 St:B,D:40.839751:-73.912743
IND:Concourse:174-175 Sts:B,D:40.846354:-73.909047
IND:Concourse:182-183 Sts:B,D:40.856039:-73.900449
IND:Concourse:Bedford Park Blvd:B,D:40.874025:-73.886466
IND:Concourse:Fordham Rd:B,D:40.862608:-73.896662
IND:Concourse:Kingsbridge Rd:B,D:40.867688:-73.892739
IND:Concourse:Norwood-205 St:D:40.874902:-73.879267
IND:Concourse:Tremont Av:B,D:40.851176:-73.904263
IND:Crosstown:21 St:G:40.744552:-73.948425
IND:Crosstown:Bedford-Nostrand Avs:G:40.689367:-73.954957
IND:Crosstown:Broadway:G:40.705114:-73.950062
IND:Crosstown:Classon Av:G:40.688781:-73.959871
IND:Crosstown:Clinton-Washington Avs:G:40.688114:-73.967575
IND:Crosstown:Court Sq:E,G,M,7:40.747371:-73.944287
IND:Crosstown:Flushing Av:G:40.699985:-73.949895
IND:Crosstown:Fulton St:G:40.687159:-73.976290
IND:Crosstown:Greenpoint Av:G:40.730122:-73.954049
IND:Crosstown:Metropolitan Av:G,L:40.713744:-73.951455
IND:Crosstown:Myrtle-Willoughby Avs:G:40.695500:-73.948960
IND:Crosstown:Nassau Av:G:40.723765:-73.950566
IND:Culver:18 Av:F:40.628708:-73.976646
IND:Culver:Avenue I:F:40.624301:-73.975817
IND:Culver:Avenue N:F:40.614304:-73.973910
IND:Culver:Avenue P:F:40.609041:-73.972904
IND:Culver:Avenue U:F:40.596897:-73.973137
IND:Culver:Avenue X:F:40.590266:-73.974051
IND:Culver:Bay Pkwy:F:40.620825:-73.975138
IND:Culver:Ditmas Av:F:40.635389:-73.977914
IND:Culver:Kings Hwy:F:40.603999:-73.972124
IND:Culver:Neptune Av:F:40.580576:-73.974443
IND:Far Rockaway:Beach 25 St:A:40.599670:-73.761596
IND:Far Rockaway:Beach 36 St:A:40.595469:-73.767919
IND:Far Rockaway:Beach 44 St:A:40.592897:-73.775715
IND:Far Rockaway:Beach 60 St:A:40.592292:-73.789153
IND:Far Rockaway:Beach 67 St:A:40.591166:-73.796173
IND:Far Rockaway:Far Rockaway-Mott Av:A:40.604657:-73.754178
IND:Fulton Street:Broadway Junction:A,C,J,L,Z:40.678334:-73.903922
IND:Fulton Street:Clinton-Washington Avs:C:40.683317:-73.966741
IND:Fulton Street:Euclid Av:A,C:40.675533:-73.871742
IND:Fulton Street:Franklin Av:C,FS:40.681256:-73.955590
IND:Fulton Street:Hoyt-Schermerhorn:A,C,G:40.688396:-73.984216
IND:Fulton Street:Jay St-MetroTech:A,C,F,R:40.693491:-73.987089
IND:Fulton Street:Kingston-Throop Avs:A,C:40.679804:-73.941119
IND:Fulton Street:Lafayette Av:C:40.685789:-73.972760
IND:Fulton Street:Liberty Av:A,C:40.674268:-73.896312
IND:Fulton Street:Nostrand Av:A,C:40.680228:-73.949414
IND:Fulton Street:Ralph Av:A,C:40.678984:-73.921442
IND:Fulton Street:Rockaway Av:A,C:40.678317:-73.913651
IND:Fulton Street:Shepherd Av:A,C:40.673970:-73.880667
IND:Fulton Street:Utica Av:A,C:40.679346:-73.931987
IND:Fulton Street:Van Siclen Av:A,C:40.672479:-73.890164
IND:Liberty Avenue:104 St:A:40.681994:-73.836742
IND:Liberty Avenue:111 St:A:40.683972:-73.832816
IND:Liberty Avenue:80 St:A:40.679361:-73.860284
IND:Liberty Avenue:88 St:A:40.679828:-73.850401
IND:Liberty Avenue:Grant Av:A:40.676735:-73.865491
IND:Liberty Avenue:Ozone Park-Lefferts Blvd:A:40.685720:-73.827092
IND:Liberty Avenue:Rockaway Blvd:A:40.680158:-73.845131
IND:Prospect Park:15 St-Prospect Park:F,G:40.659436:-73.979951
IND:Prospect Park:4 Av-9 St:F,G,R:40.670010:-73.989248
IND:Prospect Park:7 Av:F,G:40.667004:-73.981331
IND:Prospect Park:Bergen St:F,G:40.686727:-73.990269
IND:Prospect Park:Carroll St:F,G:40.680944:-73.994247
IND:Prospect Park:Church Av:F,G:40.642692:-73.979260
IND:Prospect Park:Fort Hamilton Pkwy:F,G:40.651608:-73.975596
IND:Prospect Park:Smith-9 Sts:F,G:40.674725:-73.997505
IND:Queens:169 St:F:40.709852:-73.794564
IND:Queens:36 St:M,R:40.751868:-73.930585
IND:Queens:46 St:M,R:40.756868:-73.914303
IND:Queens:5 Av/53 St:E,M:40.760373:-73.975562
IND:Queens:63 Dr-Rego Park:M,R:40.730037:-73.861343
IND:Queens:65 St:M,R:40.749330:-73.897382
IND:Queens:67 Av:M,R:40.727073:-73.853226
IND:Queens:7 Av:B,D,E:40.762937:-73.981578
IND:Queens:75 Av:E,F:40.719061:-73.837916
IND:Queens:Briarwood-Van Wyck Blvd:F:40.709316:-73.819773
IND:Queens:Court Sq-23 St:E,G,M,7:40.748195:-73.947163
IND:Queens:Elmhurst Av:M,R:40.742937:-73.882708
IND:Queens:Forest Hills-71 Av:E,F,M,R:40.721916:-73.844352
IND:Queens:Grand Av-Newtown:M,R:40.736277:-73.876424
IND:Queens:Jackson Heights-Roosevelt Av:E,F,M,R,7:40.747238:-73.892146
IND:Queens:Jamaica-179 St:F:40.712581:-73.783377
IND:Queens:Kew Gardens-Union Tpke:E,F:40.713663:-73.830011
IND:Queens:Lexington Av/53 St:E,M,6:40.757636:-73.969623
IND:Queens:Northern Blvd:M,R:40.753428:-73.906847
IND:Queens:Parsons Blvd:F:40.707062:-73.804332
IND:Queens:Queens Plaza:E,M,R:40.748807:-73.937057
IND:Queens:Steinway St:M,R:40.758279:-73.919433
IND:Queens:Sutphin Blvd:F:40.705341:-73.811860
IND:Queens:Woodhaven Blvd:M,R:40.733555:-73.869588
IND:Rockaway:Aqueduct Racetrack:A:40.672190:-73.834446
IND:Rockaway:Aqueduct-North Conduit Av:A:40.669339:-73.834721
IND:Rockaway:Beach 105 St:H:40.583248:-73.827163
IND:Rockaway:Beach 90 St:H:40.587929:-73.813755
IND:Rockaway:Beach 98 St:H:40.585342:-73.820249
IND:Rockaway:Broad Channel:A,H:40.608007:-73.815967
IND:Rockaway:Howard Beach-JFK Airport:A:40.660372:-73.830369
IND:Rockaway:Rockaway Park-Beach 116 St:H:40.580510:-73.837418
IRT:7th Ave-Bway:103 St:1:40.799584:-73.968091
IRT:7th Ave-Bway:116 St-Columbia University:1:40.808245:-73.963495
IRT:7th Ave-Bway:125 St:1:40.815230:-73.958366
IRT:7th Ave-Bway:137 St-City College:1:40.821454:-73.953856
IRT:7th Ave-Bway:14 St:F,L,M,1,2,3:40.738585:-73.999405
IRT:7th Ave-Bway:145 St:1:40.826513:-73.950162
IRT:7th Ave-Bway:157 St:1:40.833860:-73.944620
IRT:7th Ave-Bway:168 St:A,C,1:40.840717:-73.939720
IRT:7th Ave-Bway:18 St:1:40.741617:-73.997197
IRT:7th Ave-Bway:181 St:1:40.849435:-73.933428
IRT:7th Ave-Bway:191 St:1:40.856413:-73.932605
IRT:7th Ave-Bway:207 St:1:40.864599:-73.918681
IRT:7th Ave-Bway:215 St:1:40.869729:-73.914954
IRT:7th Ave-Bway:23 St:1:40.744120:-73.995348
IRT:7th Ave-Bway:231 St:1:40.879091:-73.904538
IRT:7th Ave-Bway:238 St:1:40.885226:-73.900439
IRT:7th Ave-Bway:28 St:1:40.747216:-73.993121
IRT:7th Ave-Bway:34 St-Penn Station:1,2,3:40.751020:-73.990323
IRT:7th Ave-Bway:50 St:1:40.761212:-73.983357
IRT:7th Ave-Bway:59 St-Columbus Circle:A,B,C,D,1:40.768777:-73.982106
IRT:7th Ave-Bway:66 St-Lincoln Center:1:40.773457:-73.982004
IRT:7th Ave-Bway:72 St:1,2,3:40.779146:-73.981822
IRT:7th Ave-Bway:79 St:1:40.783985:-73.979662
IRT:7th Ave-Bway:86 St:1:40.788272:-73.976083
IRT:7th Ave-Bway:96 St:1,2,3:40.794312:-73.972015
IRT:7th Ave-Bway:Canal St:1:40.722497:-74.005994
IRT:7th Ave-Bway:Cathedral Pkwy (110 St):1:40.804257:-73.966422
IRT:7th Ave-Bway:Chambers St:1,2,3:40.715576:-74.009031
IRT:7th Ave-Bway:Christopher St-Sheridan Sq:1:40.733402:-74.002748
IRT:7th Ave-Bway:Dyckman St:1:40.861187:-73.925078
IRT:7th Ave-Bway:Franklin St:1:40.719918:-74.006620
IRT:7th Ave-Bway:Houston St:1:40.728656:-74.005086
IRT:7th Ave-Bway:Marble Hill-225 St:1:40.874308:-73.909795
IRT:7th Ave-Bway:Rector St:1:40.708107:-74.013445
IRT:7th Ave-Bway:South Ferry:R,1:40.701961:-74.013397
IRT:7th Ave-Bway:Times Sq-42 St:A,C,E,N,Q,R,GS,1,2,3,7:40.755021:-73.986866
IRT:7th Ave-Bway:Van Cortlandt Park-242 St:1:40.889946:-73.897798
IRT:Clark Street:Borough Hall:R,2,3,4,5:40.693838:-73.990119
IRT:Clark Street:Clark St:2,3:40.697649:-73.993060
IRT:Clark Street:Fulton St:A,C,J,Z,2,3,4,5:40.709458:-74.006139
IRT:Clark Street:Park Place:A,C,E,2,3:40.712712:-74.007766
IRT:Clark Street:Wall St:2,3:40.707431:-74.008778
IRT:Dyre Avenue:Baychester Av:5:40.879330:-73.837858
IRT:Dyre Avenue:Eastchester-Dyre Av:5:40.887980:-73.831195
IRT:Dyre Avenue:Gun Hill Rd:5:40.870039:-73.845724
IRT:Dyre Avenue:Morris Park:5:40.854544:-73.860248
IRT:Dyre Avenue:Pelham Pkwy:5:40.858804:-73.855515
IRT:Eastern Parkway:Atlantic Av:B,D,N,Q,R,2,3,4,5:40.684976:-73.977880
IRT:Eastern Parkway:Bergen St:2,3:40.680695:-73.974748
IRT:Eastern Parkway:Crown Hts-Utica Av:3,4:40.669102:-73.934213
IRT:Eastern Parkway:Eastern Pkwy-Brooklyn Museum:2,3:40.672122:-73.964154
IRT:Eastern Parkway:Franklin Av:FS,2,3,4,5:40.670732:-73.957696
IRT:Eastern Parkway:Grand Army Plaza:2,3:40.675110:-73.970822
IRT:Eastern Parkway:Hoyt St:2,3:40.690931:-73.985250
IRT:Eastern Parkway:Kingston Av:3:40.669261:-73.941948
IRT:Eastern Parkway:Nevins St:2,3,4,5:40.688085:-73.980243
IRT:Eastern Parkway:Nostrand Av:3:40.669711:-73.950247
IRT:Flushing:103 St-Corona Plaza:7:40.749787:-73.862389
IRT:Flushing:111 St:7:40.751551:-73.855628
IRT:Flushing:33 St-Rawson St:7:40.744724:-73.931533
IRT:Flushing:40 St-Lowery St:7:40.743882:-73.924112
IRT:Flushing:46 St-Bliss St:7:40.743217:-73.918564
IRT:Flushing:5 Av:B,D,F,M,7:40.753409:-73.981130
IRT:Flushing:52 St:7:40.743933:-73.913003
IRT:Flushing:69 St:7:40.746509:-73.896268
IRT:Flushing:74 St-Broadway:E,F,M,R,7:40.747025:-73.891413
IRT:Flushing:82 St-Jackson Hts:7:40.747812:-73.883876
IRT:Flushing:90 St-Elmhurst Av:7:40.748318:-73.876432
IRT:Flushing:Court Sq:E,G,M,7:40.746232:-73.945322
IRT:Flushing:Flushing-Main St:7:40.759946:-73.828414
IRT:Flushing:Grand Central-42 St:GS,4,5,6,7:40.750851:-73.975078
IRT:Flushing:Hunters Point Av:7:40.742405:-73.948110
IRT:Flushing:Junction Blvd:7:40.749095:-73.869120
IRT:Flushing:Mets-Willets Point:7:40.754768:-73.845598
IRT:Flushing:Queensboro Plaza:N,Q,7:40.750835:-73.939671
IRT:Flushing:Vernon Blvd-Jackson Av:7:40.742496:-73.952482
IRT:Flushing:Woodside-61 St:7:40.745717:-73.903063
IRT:Jerome:138 St-Grand Concourse:4,5:40.813091:-73.929689
IRT:Jerome:149 St-Grand Concourse:2,4,5:40.818405:-73.927101
IRT:Jerome:161 St-Yankee Stadium:B,D,4:40.827707:-73.925900
IRT:Jerome:167 St:4:40.835726:-73.921059
IRT:Jerome:170 St:4:40.840076:-73.917648
IRT:Jerome:176 St:4:40.848501:-73.911633
IRT:Jerome:183 St:4:40.858453:-73.903690
IRT:Jerome:Bedford Pk Blvd-Lehman College:4:40.873528:-73.889754
IRT:Jerome:Burnside Av:4:40.853596:-73.907393
IRT:Jerome:Fordham Rd:4:40.862814:-73.900815
IRT:Jerome:Kingsbridge Rd:4:40.867766:-73.897039
IRT:Jerome:Mosholu Pkwy:4:40.879899:-73.884244
IRT:Jerome:Mt Eden Av:4:40.844389:-73.914578
IRT:Jerome:Woodlawn:4:40.886737:-73.878120
IRT:Lenox:116 St:2,3:40.802111:-73.949437
IRT:Lenox:Central Park North (110 St):2,3:40.799033:-73.952058
IRT:Lenox:Harlem-148 St:3:40.824069:-73.936981
IRT:Lexington:96 St:6:40.785903:-73.950695
IRT:Lexington:Astor Pl:6:40.730084:-73.990838
IRT:Lexington:Bleecker St:6:40.725845:-73.994320
IRT:Lexington:Bowling Green:4,5:40.704629:-74.013502
IRT:Lexington:Brooklyn Bridge-City Hall:J,Z,4,5,6:40.713899:-74.003642
IRT:Lexington:Canal St:J,N,Q,R,Z,6:40.718589:-74.000552
IRT:Lexington:Fulton St:A,C,J,Z,2,3,4,5:40.711026:-74.009190
IRT:Lexington:Grand Central-42 St:GS,4,5,6,7:40.751801:-73.975294
IRT:Lexington:Spring St:6:40.722235:-73.996818
IRT:Lexington:Wall St:4,5:40.708436:-74.011298
IRT:New Lots:Junius St:3:40.663426:-73.902636
IRT:New Lots:New Lots Av:3:40.666285:-73.883276
IRT:New Lots:Pennsylvania Av:3:40.664869:-73.893779
IRT:New Lots:Rockaway Av:3:40.662401:-73.908809
IRT:New Lots:Saratoga Av:3:40.661558:-73.915225
IRT:New Lots:Sutter Av-Rutland Rd:3:40.664891:-73.922675
IRT:New Lots:Van Siclen Av:3:40.665431:-73.888386
IRT:Nostrand:Beverly Rd:2,5:40.645046:-73.948684
IRT:Nostrand:Church Av:2,5:40.650748:-73.949384
IRT:Nostrand:Flatbush Av-Brooklyn College:2,5:40.632750:-73.947375
IRT:Nostrand:Newkirk Av:2,5:40.639924:-73.948161
IRT:Nostrand:President St:2,5:40.668145:-73.950458
IRT:Nostrand:Sterling St:2,5:40.663226:-73.950670
IRT:Nostrand:Winthrop St:2,5:40.657184:-73.949976
IRT:Pelham:Brook Av:6:40.807580:-73.918957
IRT:Pelham:Buhre Av:6:40.847185:-73.832264
IRT:Pelham:Castle Hill Av:6:40.834321:-73.851440
IRT:Pelham:Cypress Av:6:40.805155:-73.913208
IRT:Pelham:E 143 St-St Mary's St:6:40.808340:-73.907618
